StartDate;EndDate;Status;Progress;Duration (in seconds);Finished;RecordedDate;ResponseId;RecipientLastName;RecipientFirstName;RecipientEmail;ExternalReference;DistributionChannel;UserLanguage;Q_RecaptchaScore;Q1;Q2;Q3;Q29;Q30;Q31;Q32;Q33;Q34;Q35;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;SC0;FillerScore;Q_StraightliningCount;Q_StraightliningPercentage;Q_StraightliningQuestions
2023-06-23 17:38:50;2023-06-23 17:42:07;IP Address;100;197;TRUE;2023-06-23 17:42:08;R_2wz7s6MsSvklBSy;;;;;anonymous;RU;0.8999999761581421;В музее хранились фотографии;"Директор выступила против получения писательницами премии ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Графиня жила неподалеку;У песни был высокий рейтинг;У подвала были толстые стены;У мужчины было хмурое лицо;Работник проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;3.5;3.5;0;0;
2023-06-23 17:42:30;2023-06-23 17:44:18;IP Address;100;108;TRUE;2023-06-23 17:44:19;R_1Nm1psIsotzms8R;;;;;anonymous;RU;0.8999999761581421;В музее хранились фотографии;"Писательницы были выдвинуты на премию ""Букер""";Гранты получили институты;Напарник видел ограбление;Служанка жила неподалеку;У песни был высокий рейтинг;У подвала были толстые стены;У спутника было хмурое лицо;Работник проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;5.0;5;0;0;
2023-06-23 17:39:27;2023-06-23 17:45:09;IP Address;100;342;TRUE;2023-06-23 17:45:10;R_26mVHeXpmegNiJI;;;;;anonymous;RU;0.800000011920929;В музее хранились находки;"Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление,Водитель видел ограбление;Графиня жила неподалеку,Служанка жила неподалеку;У исполнительницы был высокий рейтинг,У песни был высокий рейтинг;У подвала были толстые стены,У монастыря были толстые стены;У спутника было хмурое лицо;Работник проработал два дня;Мастер украшал дверь;;;;;;;;;;;;;;;;;;;;;;;;;7.0;7;0;0;
2023-06-23 17:42:52;2023-06-23 17:45:13;IP Address;100;140;TRUE;2023-06-23 17:45:13;R_0PR0VGXDhl3CIUx;;;;;anonymous;RU;0.800000011920929;В музее хранились фотографии;"Повести были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Служанка жила неподалеку;У песни был высокий рейтинг;У подвала были толстые стены;У спутника было хмурое лицо;Сварочный аппарат проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;5.0;5;0;0;
2023-06-23 17:43:00;2023-06-23 17:45:49;IP Address;100;168;TRUE;2023-06-23 17:45:49;R_PGxYGPRpPdi9oI1;;;;;anonymous;RU;1;В музее хранились фотографии;"Директор выступила против получения писательницами премии ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Служанка жила неподалеку;У исполнительницы был высокий рейтинг;У монастыря были толстые стены;У мужчины было хмурое лицо;Сварочный аппарат проработал два дня;Мастер украшал дверь;;;;;;;;;;;;;;;;;;;;;;;;;3.5;3.5;0;0;
2023-06-23 17:42:53;2023-06-23 17:46:00;IP Address;100;186;TRUE;2023-06-23 17:46:01;R_30i7qv45EtuaxY1;;;;;anonymous;RU;1;В музее хранились фотографии;"Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Служанка жила неподалеку;У песни был высокий рейтинг;У подвала были толстые стены;У мужчины было хмурое лицо;Работник проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;5.0;5;0;0;
2023-06-23 17:42:50;2023-06-23 17:46:56;IP Address;100;245;TRUE;2023-06-23 17:46:56;R_2AZhvsqTDi9bnEg;;;;;anonymous;RU;0.8999999761581421;В музее хранились находки;"Директор выступила против получения писательницами премии ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Служанка жила неподалеку;У песни был высокий рейтинг;У подвала были толстые стены;У мужчины было хмурое лицо;Работник проработал два дня;Мастер украшал дверь;;;;;;;;;;;;;;;;;;;;;;;;;3.5;3.5;0;0;
2023-06-23 17:44:07;2023-06-23 17:47:16;IP Address;100;189;TRUE;2023-06-23 17:47:17;R_1BJ4cQZ7BtA8Bwd;;;;;anonymous;RU;0.8999999761581421;В музее хранились фотографии,В музее хранились находки;"Повести были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Служанка жила неподалеку;У исполнительницы был высокий рейтинг,У песни был высокий рейтинг;У подвала были толстые стены,У монастыря были толстые стены;У спутника было хмурое лицо;Работник проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;6.5;6.5;0;0;
2023-06-23 17:38:33;2023-06-23 17:48:32;IP Address;100;599;TRUE;2023-06-23 17:48:33;R_3gXBm8ahI7yMnNk;;;;;anonymous;RU;1;В музее хранились фотографии,В музее хранились находки;"Повести были выдвинуты на премию ""Букер"",Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление,Водитель видел ограбление;Служанка жила неподалеку;У исполнительницы был высокий рейтинг,У песни был высокий рейтинг;У подвала были толстые стены,У монастыря были толстые стены;У спутника было хмурое лицо,У мужчины было хмурое лицо;Сварочный аппарат проработал два дня;Мастер украшал ручку;он не верит ни в какие революции;вы понимаете важность нашего предложения только частично;я не хочу решать ничего из этого;я успею не прочесть все это, а сделать что-то другое;я вообще нисколько не спала в дороге;он вообще не работал в течение дня;Марья Гавриловна вообще не спала ночью;больной вообще не ел в течение дня;большие панорамы умещают лишь часть разнообразия жизни;я приведу только часть цифр, а не все;в этой игре воспроизводится только часть ощущений;мы знаем только часть всей последовательности построения;он не может запомнить никаких деталей;шахматист перебирает только часть возможных ходов;маршрутки могут удовлетворить не всех пассажиров, а только часть;я рассказала только часть правды, а часть скрыла;Сейчас я сижу на шее у тетки, но в будущем хотел бы устроить свою жизнь по-другому;Сейчас я много играю на гитаре, но в будущем хочу делать что-то ещё;Сейчас я мету асфальт, но в будущем хочу заниматься какими-то другими вещами;Сейчас я часто ухожу с работы, но так продолжаться не может;Кто-то считает, что правильно работать всю жизнь, а я хочу делать что-то другое;Я готов извиняться время от времени, но не постоянно;Существующие сейчас способы перебирают возможности, а новый должен использовать другие стратегии;Я готов описать только некоторые детали;8.0;8;0;0;
2023-06-23 17:50:33;2023-06-23 17:52:55;IP Address;100;141;TRUE;2023-06-23 17:52:56;R_110zdQdYAPVypKw;;;;;anonymous;RU;0.8999999761581421;В музее хранились фотографии;"Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Служанка жила неподалеку;У песни был высокий рейтинг;У монастыря были толстые стены;У спутника было хмурое лицо;Работник проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;5.0;5;0;0;
2023-06-23 17:50:39;2023-06-23 17:53:17;IP Address;100;158;TRUE;2023-06-23 17:53:18;R_2TCdkilF31MOXDR;;;;;anonymous;RU;1;В музее хранились находки;"Писательницы были выдвинуты на премию ""Букер""";Гранты получили институты;Напарник видел ограбление;Служанка жила неподалеку;У песни был высокий рейтинг;У подвала были толстые стены;У спутника было хмурое лицо;Работник проработал два дня;Мастер украшал дверь;;;;;;;;;;;;;;;;;;;;;;;;;5.0;5;0;0;
2023-06-23 17:50:34;2023-06-23 17:53:57;IP Address;100;203;TRUE;2023-06-23 17:53:58;R_3Oq1wD0kipGT4rM;;;;;anonymous;RU;0.8999999761581421;В музее хранились фотографии;"Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Графиня жила неподалеку;У исполнительницы был высокий рейтинг;У монастыря были толстые стены;У мужчины было хмурое лицо;Работник проработал два дня;Мастер украшал дверь;;;;;;;;;;;;;;;;;;;;;;;;;5.0;5;0;0;
2023-06-23 17:50:39;2023-06-23 17:54:19;IP Address;100;219;TRUE;2023-06-23 17:54:20;R_50DNwF3YDLkdjz3;;;;;anonymous;RU;1;В музее хранились находки;"Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Служанка жила неподалеку;У песни был высокий рейтинг;У монастыря были толстые стены;У мужчины было хмурое лицо;Работник проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;5.0;5;0;0;
2023-06-23 17:50:33;2023-06-23 17:54:30;IP Address;100;237;TRUE;2023-06-23 17:54:31;R_3e5pdej4CRc3GLK;;;;;anonymous;RU;0.800000011920929;В музее хранились находки;"Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Графиня жила неподалеку;У песни был высокий рейтинг;У монастыря были толстые стены;У мужчины было хмурое лицо;Работник проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;5.0;5;0;0;
2023-06-23 17:43:02;2023-06-23 17:54:44;IP Address;100;702;TRUE;2023-06-23 17:54:45;R_3J4SdK1IHl5K1AB;;;;;anonymous;RU;;В музее хранились фотографии,В музее хранились находки;"Повести были выдвинуты на премию ""Букер"",Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники,Гранты получили институты;Напарник видел ограбление,Водитель видел ограбление;Графиня жила неподалеку,Служанка жила неподалеку;У песни был высокий рейтинг;У монастыря были толстые стены;У спутника было хмурое лицо,У мужчины было хмурое лицо;Работник проработал два дня;Мастер украшал ручку,Мастер украшал дверь;он не верит ни в какие революции;вы вообще не понимаете важности нашего предложения;я не хочу решать ничего из этого,я готов решать только часть этого;я не успею прочесть вообще ничего из этого,я успею прочесть только часть;я вообще нисколько не спала в дороге;он вообще не работал в течение дня,он работал только часть дня;Марья Гавриловна вообще не спала ночью;больной вообще не ел в течение дня;большие панорамы умещают лишь часть разнообразия жизни;я приведу только часть цифр, а не все;в этой игре воспроизводится только часть ощущений;мы знаем только часть всей последовательности построения;он может запомнить только часть деталей;шахматист вообще не перебирает никаких ходов;маршрутки могут удовлетворить не всех пассажиров, а только часть;я вообще не рассказала про себя правду,я рассказала только часть правды, а часть скрыла;Я вообще не собираюсь сидеть на шее у тетки,Сейчас я сижу на шее у тетки, но в будущем хотел бы устроить свою жизнь по-другому;Я собираюсь играть на гитаре только некоторое время,Сейчас я много играю на гитаре, но в будущем хочу делать что-то ещё;Я могу мести асфальт только некоторое время,Сейчас я мету асфальт, но в будущем хочу заниматься какими-то другими вещами;Я могу уходить с работы не всегда,Сейчас я часто ухожу с работы, но так продолжаться не может;Мое желание — работать часть жизни;Я готов извиняться время от времени, но не постоянно;Новый способ вообще не должен заниматься перебором возможностей,Существующие сейчас способы перебирают возможности, а новый должен использовать другие стратегии;Я готов описать только некоторые детали;8.5;8.5;0;0;
2023-06-23 17:50:44;2023-06-23 17:57:50;IP Address;100;425;TRUE;2023-06-23 17:57:50;R_1mOb5ABKNoR25v4;;;;;anonymous;RU;0.8999999761581421;В музее хранились фотографии;"Повести были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Служанка жила неподалеку;У песни был высокий рейтинг;У подвала были толстые стены;У спутника было хмурое лицо;Работник проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;5.0;5;0;0;
2023-06-23 17:52:27;2023-06-23 17:57:58;IP Address;100;331;TRUE;2023-06-23 17:57:59;R_2wNAQh3c8KIQQYF;;;;;anonymous;RU;1;В музее хранились находки;"Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Водитель видел ограбление;Графиня жила неподалеку;У песни был высокий рейтинг;У подвала были толстые стены;У спутника было хмурое лицо;Сварочный аппарат проработал два дня;Мастер украшал дверь;;;;;;;;;;;;;;;;;;;;;;;;;5.0;5;0;0;
2023-06-23 18:00:29;2023-06-23 18:02:44;IP Address;100;134;TRUE;2023-06-23 18:02:44;R_26mRk6lMBuAqgo2;;;;;anonymous;RU;0.8999999761581421;В музее хранились фотографии;"Повести были выдвинуты на премию ""Букер"",Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Служанка жила неподалеку;У исполнительницы был высокий рейтинг;У подвала были толстые стены,У монастыря были толстые стены;У спутника было хмурое лицо;Работник проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;6.0;6;0;0;
2023-06-23 18:00:40;2023-06-23 18:03:59;IP Address;100;198;TRUE;2023-06-23 18:03:59;R_9RgWFfPp5Mdfm4p;;;;;anonymous;RU;0.8999999761581421;В музее хранились фотографии,В музее хранились находки;"Директор выступила против получения писательницами премии ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Служанка жила неподалеку;У песни был высокий рейтинг;У подвала были толстые стены;У спутника было хмурое лицо;Работник проработал два дня;Мастер украшал дверь;;;;;;;;;;;;;;;;;;;;;;;;;4.0;4;0;0;
2023-06-23 18:00:38;2023-06-23 18:04:35;IP Address;100;236;TRUE;2023-06-23 18:04:35;R_2a8EtL4hh0Qo6Y9;;;;;anonymous;RU;0.800000011920929;В музее хранились фотографии;"Повести были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Графиня жила неподалеку,Служанка жила неподалеку;У исполнительницы был высокий рейтинг,У песни был высокий рейтинг;У подвала были толстые стены,У монастыря были толстые стены;У спутника было хмурое лицо;Сварочный аппарат проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;6.5;6.5;0;0;
2023-06-23 18:00:56;2023-06-23 18:04:58;IP Address;100;242;TRUE;2023-06-23 18:04:59;R_1Cj85u4Pl3s9Bd4;;;;;anonymous;RU;0.8999999761581421;В музее хранились фотографии;"Повести были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Графиня жила неподалеку;У исполнительницы был высокий рейтинг;У монастыря были толстые стены;У мужчины было хмурое лицо;Работник проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;5.0;5;0;0;
2023-06-23 18:00:54;2023-06-23 18:05:15;IP Address;100;261;TRUE;2023-06-23 18:05:15;R_bsfkYWr0NDSRUiJ;;;;;anonymous;RU;1;В музее хранились находки;"Писательницы были выдвинуты на премию ""Букер""";Гранты получили институты;Напарник видел ограбление;Графиня жила неподалеку;У исполнительницы был высокий рейтинг;У монастыря были толстые стены;У спутника было хмурое лицо;Работник проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;5.0;5;0;0;
2023-06-23 18:00:31;2023-06-23 18:05:17;IP Address;100;286;TRUE;2023-06-23 18:05:17;R_1f7KLj7UT1HPrbY;;;;;anonymous;RU;1;В музее хранились фотографии;"Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Григорий столкнулся со служанкой и графиней;У исполнительницы был высокий рейтинг;У подвала были толстые стены;У спутника было хмурое лицо;Сварочный аппарат проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;3.5;3.5;0;0;
2023-06-23 18:03:38;2023-06-23 18:05:47;IP Address;100;129;TRUE;2023-06-23 18:05:47;R_2VpYjGDmcB0l1IO;;;;;anonymous;RU;0.8999999761581421;В музее хранились фотографии;"Повести были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Служанка жила неподалеку;У исполнительницы был высокий рейтинг;У подвала были толстые стены;У спутника было хмурое лицо;Сварочный аппарат проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;5.0;5;0;0;
2023-06-23 18:00:28;2023-06-23 18:07:56;IP Address;100;448;TRUE;2023-06-23 18:07:57;R_pmvP4sdAs1FsI13;;;;;anonymous;RU;0.8999999761581421;В музее хранились фотографии,В музее хранились находки;"Повести были выдвинуты на премию ""Букер"",Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники,Гранты получили институты;Напарник видел ограбление,Водитель видел ограбление;Графиня жила неподалеку,Служанка жила неподалеку;У исполнительницы был высокий рейтинг,У песни был высокий рейтинг;У подвала были толстые стены;У спутника было хмурое лицо,У мужчины было хмурое лицо;Сварочный аппарат проработал два дня,Работник проработал два дня;Мастер украшал ручку,Мастер украшал дверь;он не верит ни в какие революции,он верит не в революции, а во что-то другое;вы понимаете важность нашего предложения только частично;я хочу не решать это всё, а делать что-то другое;я успею прочесть только часть;я вообще нисколько не спала в дороге;он вообще не работал в течение дня;Марья Гавриловна вообще не спала ночью;больной вообще не ел в течение дня;большие панорамы умещают лишь часть разнообразия жизни;я приведу только часть цифр, а не все;в этой игре воспроизводится только часть ощущений;мы знаем только часть всей последовательности построения;он может запомнить только часть деталей;шахматист перебирает только часть возможных ходов;маршрутки могут удовлетворить не всех пассажиров, а только часть;я рассказала только часть правды, а часть скрыла;Сейчас я сижу на шее у тетки, но в будущем хотел бы устроить свою жизнь по-другому;Я собираюсь играть на гитаре только некоторое время,Сейчас я много играю на гитаре, но в будущем хочу делать что-то ещё;Сейчас я мету асфальт, но в будущем хочу заниматься какими-то другими вещами;Сейчас я часто ухожу с работы, но так продолжаться не может;Кто-то считает, что правильно работать всю жизнь, а я хочу делать что-то другое;Кто-то ожидает, что я буду всё время извиняться, но я этого не хочу;Существующие сейчас способы перебирают возможности, а новый должен использовать другие стратегии;Я готов описать только некоторые детали;9.5;9.5;0;0;
2023-06-23 18:08:59;2023-06-23 18:11:02;IP Address;100;123;TRUE;2023-06-23 18:11:03;R_qW15VA6Ko7Pm1AB;;;;;anonymous;RU;0.8999999761581421;В музее хранились фотографии;"Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Служанка жила неподалеку;У исполнительницы был высокий рейтинг;У подвала были толстые стены;У спутника было хмурое лицо;Сварочный аппарат проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;5.0;5;0;0;
2023-06-23 18:09:18;2023-06-23 18:11:33;IP Address;100;135;TRUE;2023-06-23 18:11:34;R_1rqSMkHWvu7MhUc;;;;;anonymous;RU;1;В музее хранились находки;"Директор выступила против получения писательницами премии ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Служанка жила неподалеку;У песни был высокий рейтинг;У подвала были толстые стены;У мужчины было хмурое лицо;Работник проработал два дня;Мастер украшал дверь;;;;;;;;;;;;;;;;;;;;;;;;;3.5;3.5;0;0;
2023-06-23 18:09:02;2023-06-23 18:11:55;IP Address;100;172;TRUE;2023-06-23 18:11:55;R_21FEIuKgdsK0iGU;;;;;anonymous;RU;0.8999999761581421;В музее хранились фотографии;"Директор выступила против получения писательницами премии ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Графиня жила неподалеку,Служанка жила неподалеку;У исполнительницы был высокий рейтинг;У подвала были толстые стены;У мужчины было хмурое лицо;Работник проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;4.0;4;0;0;
2023-06-23 18:08:58;2023-06-23 18:12:02;IP Address;100;183;TRUE;2023-06-23 18:12:02;R_12r3mqff34xSTBV;;;;;anonymous;RU;1;В музее хранились фотографии;"Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Служанка жила неподалеку;У песни был высокий рейтинг;У подвала были толстые стены;У спутника было хмурое лицо;Работник проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;5.0;5;0;0;
2023-06-23 18:09:03;2023-06-23 18:12:51;IP Address;100;227;TRUE;2023-06-23 18:12:51;R_9ZvDaClAgcoxl0R;;;;;anonymous;RU;1;В музее хранились фотографии;"Директор выступила против получения писательницами премии ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Служанка жила неподалеку;У песни был высокий рейтинг;У монастыря были толстые стены;У мужчины было хмурое лицо;Сварочный аппарат проработал два дня;Мастер украшал дверь;;;;;;;;;;;;;;;;;;;;;;;;;3.5;3.5;0;0;
2023-06-23 18:09:07;2023-06-23 18:13:09;IP Address;100;242;TRUE;2023-06-23 18:13:09;R_3dDDwgbtGPQjCJa;;;;;anonymous;RU;1;В музее хранились фотографии;"Писательницы были выдвинуты на премию ""Букер""";Гранты получили институты;Напарник видел ограбление;Графиня жила неподалеку;У исполнительницы был высокий рейтинг;У подвала были толстые стены;У мужчины было хмурое лицо;Сварочный аппарат проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;5.0;5;0;0;
2023-06-23 18:09:11;2023-06-23 18:13:03;IP Address;100;232;TRUE;2023-06-23 18:13:14;R_2D6RcYZ9AE8dqKE;;;;;anonymous;RU;0.8999999761581421;В музее хранились фотографии,В музее хранились находки;"Повести были выдвинуты на премию ""Букер""";Гранты получили сотрудники,Гранты получили институты;Напарник видел ограбление;Служанка жила неподалеку;У исполнительницы был высокий рейтинг;У подвала были толстые стены,У монастыря были толстые стены;У спутника было хмурое лицо;Сварочный аппарат проработал два дня,Работник проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;7.0;7;0;0;
2023-06-23 18:16:10;2023-06-23 18:18:12;IP Address;100;122;TRUE;2023-06-23 18:18:13;R_22WWYn5ksrsXPSp;;;;;anonymous;RU;0.8999999761581421;В музее хранились находки;"Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Служанка жила неподалеку;У исполнительницы был высокий рейтинг;У подвала были толстые стены;У мужчины было хмурое лицо;Сварочный аппарат проработал два дня;Мастер украшал дверь;;;;;;;;;;;;;;;;;;;;;;;;;5.0;5;0;0;
2023-06-23 18:16:01;2023-06-23 18:19:12;IP Address;100;191;TRUE;2023-06-23 18:19:13;R_1hKnhbH64XF0MNH;;;;;anonymous;RU;0.8999999761581421;В музее хранились фотографии;"Директор выступила против получения писательницами премии ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Служанка жила неподалеку;У исполнительницы был высокий рейтинг;У подвала были толстые стены;У спутника было хмурое лицо;Работник проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;3.5;3.5;0;0;
2023-06-23 18:16:02;2023-06-23 18:19:22;IP Address;100;199;TRUE;2023-06-23 18:19:22;R_2rud79EHMwBAfQq;;;;;anonymous;RU;1;В музее хранились находки;"Повести были выдвинуты на премию ""Букер"",Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники,Гранты получили институты;Напарник видел ограбление;Графиня жила неподалеку;У исполнительницы был высокий рейтинг,У песни был высокий рейтинг;У монастыря были толстые стены;У спутника было хмурое лицо,У мужчины было хмурое лицо;Работник проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;7.0;7;0;0;
2023-06-23 18:16:09;2023-06-23 18:20:00;IP Address;100;230;TRUE;2023-06-23 18:20:01;R_CeKfi6DnPQ7EqSl;;;;;anonymous;RU;0.8999999761581421;В музее хранились фотографии,В музее хранились находки;"Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Служанка жила неподалеку;У исполнительницы был высокий рейтинг,У песни был высокий рейтинг;У монастыря были толстые стены;У спутника было хмурое лицо;Сварочный аппарат проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;6.0;6;0;0;
2023-06-23 18:16:16;2023-06-23 18:20:22;IP Address;100;246;TRUE;2023-06-23 18:20:23;R_1Q6HSOIySrh8QwT;;;;;anonymous;RU;0.8999999761581421;В музее хранились фотографии;"Повести были выдвинуты на премию ""Букер""";Гранты получили институты;Напарник видел ограбление;Графиня жила неподалеку,Служанка жила неподалеку;У песни был высокий рейтинг;У подвала были толстые стены;У спутника было хмурое лицо;Работник проработал два дня;Мастер украшал дверь;;;;;;;;;;;;;;;;;;;;;;;;;5.5;5.5;0;0;
2023-06-23 18:16:45;2023-06-23 18:20:32;IP Address;100;227;TRUE;2023-06-23 18:20:33;R_2cvhnhtjMq2ZxCk;;;;;anonymous;RU;1;В музее хранились фотографии;"Директор выступила против получения писательницами премии ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Григорий столкнулся со служанкой и графиней;У исполнительницы был высокий рейтинг;У монастыря были толстые стены;У мужчины было хмурое лицо;Сварочный аппарат проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;2.0;2;0;0;
2023-06-23 18:15:56;2023-06-23 18:20:38;IP Address;100;281;TRUE;2023-06-23 18:20:38;R_2ypl3UQDIX0H7wA;;;;;anonymous;RU;0.8999999761581421;В музее хранились находки;"Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление,Водитель видел ограбление;Служанка жила неподалеку;У песни был высокий рейтинг;У монастыря были толстые стены;У мужчины было хмурое лицо;Работник проработал два дня;Мастер украшал дверь;;;;;;;;;;;;;;;;;;;;;;;;;5.5;5.5;0;0;
2023-06-23 18:27:56;2023-06-23 18:29:24;IP Address;100;88;TRUE;2023-06-23 18:29:25;R_3fdC9bupaTuVpqX;;;;;anonymous;RU;0.8999999761581421;В музее хранились находки;"Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Служанка жила неподалеку;У исполнительницы был высокий рейтинг;У подвала были толстые стены;У спутника было хмурое лицо;Работник проработал два дня;Мастер изуродовал дверь;;;;;;;;;;;;;;;;;;;;;;;;;3.5;3.5;0;0;
2023-06-23 18:28:03;2023-06-23 18:30:26;IP Address;100;143;TRUE;2023-06-23 18:30:26;R_3JCSmxcSVkz6rda;;;;;anonymous;RU;0.8999999761581421;В музее хранились находки;"Директор выступила против получения писательницами премии ""Букер""";Гранты получили сотрудники;Водитель видел ограбление;Григорий столкнулся со служанкой и графиней;У исполнительницы был высокий рейтинг;У монастыря были толстые стены;У спутника было хмурое лицо;Работник проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;2.0;2;0;0;
2023-06-23 18:29:53;2023-06-23 18:31:09;IP Address;100;75;TRUE;2023-06-23 18:31:09;R_9twPmWAXPMar9uh;;;;;anonymous;RU;0.8999999761581421;В музее хранилась копия города;"Директор выступила против получения писательницами премии ""Букер""";Гранты получили сотрудники;Напарник видел ограбление;Григорий столкнулся со служанкой и графиней;У исполнительницы был высокий рейтинг;У монастыря были толстые стены;У наблюдателя было хмурое лицо;Сварочный аппарат проработал два дня;Мастер изуродовал дверь;;;;;;;;;;;;;;;;;;;;;;;;;-2.5;-2.5;0;0;
2023-06-23 18:28:13;2023-06-23 18:31:32;IP Address;100;199;TRUE;2023-06-23 18:31:32;R_2sSI8ExbnYpIYNq;;;;;anonymous;RU;0.8999999761581421;В музее хранились фотографии;"Писательницы были выдвинуты на премию ""Букер""";Гранты получили сотрудники;Напарник видел ограбление,Водитель видел ограбление;Служанка жила неподалеку;У исполнительницы был высокий рейтинг;У монастыря были толстые стены;У мужчины было хмурое лицо;Сварочный аппарат проработал два дня;Мастер украшал ручку;;;;;;;;;;;;;;;;;;;;;;;;;5.5;5.5;0;0;
2023-06-23 18:28:06;2023-06-23 18:32:38;IP Address;100;271;TRUE;2023-06-23 18:32:38;R_3mgd0fZ73hZvaCW;;;;;anonymous;RU;0.800000011920929;В музее хранились находки;"Писательницы были выдвинуты на премию ""Букер""";Гранты получили институты;Напарник видел ограбление;Графиня жила неподалеку;У исполнительницы был высокий рейтинг;У подвала были толстые стены;У спутника было хмурое лицо;Работник проработал два дня;Мастер украшал ручку,Мастер украшал дверь;;;;;;;;;;;;;;;;;;;;;;;;;5.5;5.5;0;0;
